--aE2O5G5WE,0.000,10.000,"/m/03fwl,/m/04rlf,/m/09x0r"
-0DLPzsiXXE,30.000,40.000,"/m/04rlf,/m/07qwdck"
-0FHUc78Gqo,30.000,40.000,"/m/02w4v,/m/04rlf"
-0SdAVK79lg,30.000,40.000,"/m/0155w,/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l"
-0Vl4HyWRk8,410.000,420.000,"/m/085jw,/m/0l14l2"
-0mG4W5Hlq8,270.000,280.000,"/m/04rlf,/m/05fw6t,/m/07r4k75,/m/09x0r,/m/0ytgt"
-11LhdJgBb8,30.000,40.000,"/m/04rlf,/m/07qn4z3"
-1LrH01Ei1w,30.000,40.000,"/m/02p0sh1,/m/04rlf"
-1TLtjPtnms,10.000,20.000,"/m/03lty,/m/04rlf,/m/07szfh9"
-24dqQM_rDk,30.000,40.000,"/m/04rlf,/t/dd00003"
-38Qgsbh7NQ,100.000,110.000,"/m/013y1f,/m/03xq_f"
-3HYdaJyF4U,30.000,40.000,"/m/04rlf,/m/06rqw"
-3pPrlCm6gg,30.000,40.000,/m/01wy6
-4NLarMj4xU,30.000,40.000,"/m/04rlf,/t/dd00034"
-4hZyOdm7EI,200.000,210.000,"/m/015lz1,/m/015vgc"
-5Jlimvsuwo,90.000,100.000,"/m/011k_j,/m/04rlf"
-5f6hjZf9Yw,30.000,40.000,"/m/02w4v,/m/04rlf"
-5xOcMJpTUk,70.000,80.000,"/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
-693sNKI3iM,30.000,40.000,"/m/015lz1,/m/01swy6,/m/04rlf"
-6QGvxvaTkI,280.000,290.000,"/m/01p970,/m/026t6,/m/0l14md"
-6krAYK2LLo,30.000,40.000,"/m/04rlf,/m/06j64v,/m/0l14gg"
-6pcgdLfb_A,110.000,120.000,"/m/04rlf,/t/dd00035"
-6sgMgtW91g,20.000,30.000,"/m/04rlf,/m/05rj2,/m/09x0r"
-70MzkgSsHQ,30.000,40.000,"/m/04rlf,/m/04rzd"
